Season,Primary Category,Secondary Category,ActivityName,Description,ActivityNumber,Ages,Location,Address,City,State,Zip,Activity Facility,Start Date,End Date,Start Time,End Time,Sessions,Days of the Week,Fee,Status,Address/Location
Spring 2019,Aquatics,Developmental Swim,SwiMontgomery,A developmental program for kids 5-13 years old who have an interest in competitive swimming and want to build a foundation of related skills.  Swimmers must be able to swim 25 yards/meters without stopping.,63361,At least 5 but less than 14,Olney Swim Center,16605 Georgia Avenue,Olney,MD,20832,OSC Main Pool Shallow Lane 8 at Olney Swim Center,3/11/2019,5/15/2019,7:15:00 PM,8:00:00 PM,18,"M,W",280,Open,"16605 Georgia Avenue
Olney, MD 20832
(39.126464, -77.072072)"
Spring 2019,Travel,Senior Trips - SOAR,Give Me Liberty or Give Me Death -Patrick Henry,"A New Tour!We will trace Patrick Henry?s path to history by touring  sites in Scotchtown, VA, founded in 1719, and Patrick Henry?s home where he  delivered his famous speech.  A visit to  the historic Hanover Courthouse, built in 1735, and where Henry made his  reputation as a lawyer.  Enter the St.  John?s Church, built in 1741, where Patrick Henry delivered his ?Give Me  Liberty or Give Me Death? speech.  We  will also visit Hanover Tavern, built in 1792 on the site of the original  Shelton Ordinary, and was the home of Henry?s in-laws and where he lived while  studying law.  Buffet lunch is included  at the Hanover Tavern.",59912,55 and up,Olney Manor Recreational Park,16601 Gerogia Avenue,Olney,MD,20832,Olney Manor Parking Lot at Olney Manor Recreational Park,5/22/2019,5/22/2019,7:15:00 AM,6:30:00 PM,1,W,99,Open,"16601 Gerogia Avenue
Olney, MD 20832"
Spring 2019,Wellness,Pilates,Pilates for Fitness,"This workout will increase strength, flexibility and energy levels. This program is designed to help lengthen, realign and redefine your body while improving posture, balance and coordination, easing chronic pain, and focusing on mental stability. Each participant will receive a T-shirt. For more information contact Sean at fit2believe@gmail.com.",62933,16 and up,White Oak Community Recreation Center,1700 April Lane,Silver Spring,MD,20904,White Oak Gymnasium - Auxiliary at White Oak Community Recreation Center,4/9/2019,6/11/2019,7:00:00 PM,8:00:00 PM,10,T,81,Open,"1700 April Lane
Silver Spring, MD 20904
(39.046674, -76.977052)"
Spring 2019,Music,Piano,Learn Now Music: KeyZ to Piano,"Children learn basic piano layout, technique, note names, fingerings and more in this introductory piano class. For more information contact Learn Now Music at 1-800-399-6414 or CustomerService@LearnNowMusic.com.",63690,At least 5 but less than 13,Bauer Drive Community Recreation Center,14625 Bauer Drive,Rockville,MD,20853,Bauer Community Room at Bauer Drive Community Recreation Center,4/3/2019,6/5/2019,7:00:00 PM,8:00:00 PM,9,W,225,Open,"14625 Bauer Drive
Rockville, MD 20853
(39.095357, -77.109505)"
Spring 2019,Fitness,Strength Training,Fitness Kickboxing,"Are you looking for a fast-paced, kick-butt, calorie-burning, adrenaline-pumping, action-packed workout? This class combines high-energy music with the kicks, punches and strikes of kickboxing for the ultimate conditioning workout. You'll improve muscular definition, cardiovascular fitness, flexibility and the ability to protect yourself. Fee includes a free pair of boxing gloves. For more information contact Kicks Karate at Lbussard@kickskarate.com",63420,13 and up,Kicks Karate Potomac,9812 Falls Rd. Suite 116,Potomac,MD,20854,Kicks Karate Potomac at Kicks Karate Potomac,4/6/2019,5/11/2019,8:00:00 AM,8:50:00 AM,5,Sa,79,Open,"9812 Falls Rd. Suite 116
Potomac, MD 20854
(39.016816, -77.210319)"
Spring 2019,Aquatics,Youth Swim Lessons,Youth Level 1,"Designed for children at least 7 years old. This class is for students who need to learn basic water adjustment skills. Please read the course descriptions carefully.  Select the course level for which the student had mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classes will best accommodate their needs.  THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Course meet for six 30 minute sessions.  Class size is limited to 8 students. Screening is available to evaluate the student's abilities  at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with  the Lesson Supervisor for evaluation dates and times (bring a swim suit and  towel).",63909,At least 7 but less than 15,Olney Swim Center,16605 Georgia Avenue,Olney,MD,20832,OSC Main Pool Shallow Lane 1 at Olney Swim Center,4/27/2019,6/8/2019,9:10:00 AM,9:40:00 AM,6,Sa,60,Open,"16605 Georgia Avenue
Olney, MD 20832
(39.126464, -77.072072)"
Spring 2019,Arts & Crafts,Pottery,Handcrafted Pottery Open Studio,"Experienced potters can practice hand building, wheel throwing, decorating and glazing techniques. Instructor available for demonstration and assistance. Material fee due at first session. Intermediate and advanced levels.",63560,16 and up,White Oak Community Recreation Center,1700 April Lane,Silver Spring,MD,20904,White Oak Pottery Room at White Oak Community Recreation Center,4/2/2019,6/4/2019,10:00:00 AM,2:00:00 PM,10,T,200,Open,"1700 April Lane
Silver Spring, MD 20904
(39.046674, -76.977052)"
Spring 2019,Seniors Programs,Fitness for Seniors,55+ FREE Bone Builders Germantown,"Bone Builders is a FREE volunteer-led exercise program to you by the Montgomery County Department of Health and Human Services, Recreation and the RSVP volunteer program. One-hour classes held twice per week are designed to increase bone density. Participants lift ankle weights and hand weights, and participate in warm-up, cool-down and balance exercises.",64149,55 and up,Germantown Community Recreation Center,18905 Kingsview Drive,Germantown,MD,20874,Germantown Gymnasium at Germantown Community Recreation Center,4/1/2019,6/20/2019,1:00:00 PM,2:00:00 PM,24,"M,Th",0,Open,"18905 Kingsview Drive
Germantown, MD 20874
(39.165622, -77.28666)"
Spring 2019,Therapeutic Recreation Programs,Water Fitness,TR Adult Social Swim,"Adapted aquatics and excercise in a group setting. Have fun, meet new friends and get some exercise  1 staff to 7 participants. No personal care assistance provided.   This class is 6 weeks due to the pool closure for major renovation on May 19.",63730,18 and up,Martin Luther King Jr. Swim Center,1201 Jackson Road,Silver Spring,MD,20904,MLK Leisure Pool at Martin Luther King Jr. Swim Center,4/9/2019,5/14/2019,8:00:00 PM,9:00:00 PM,6,T,30,Open,"1201 Jackson Road
Silver Spring, MD 20904
(39.055072, -76.982795)"
Spring 2019,Sports,Fencing,Fencing Beginner I,"For beginners, learn basic foil techniques. Foil, mask ,and jacket provided. Instructor is former Olympian Gitty Mohebban and husband Mike. No age exceptions without instructor approval. A $30 material fee is due to the instructor. No class on Monday, May 29.",64205,8 and up,"Frost, Robert Middle School",9201 Scott Drive,Rockville,MD,20850,"Frost MS - CAFETERIA at Frost, Robert Middle School",4/1/2019,6/10/2019,5:45:00 PM,6:45:00 PM,9,M,108,Open,"9201 Scott Drive
Rockville, MD 20850
(39.074551, -77.188673)"
Spring 2019,Aquatics,Youth Swim Lessons,Youth Level 1,"Designed for children at least 7 years old. This class is for students who need to learn basic water adjustment skills. Please read the course descriptions carefully.  Select the course level for which the student had mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classes will best accommodate their needs.  THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Course meet for six 30 minute sessions.  Class size is limited to 8 students. Screening is available to evaluate the student's abilities  at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with  the Lesson Supervisor for evaluation dates and times (bring a swim suit and  towel).",64071,At least 7 but less than 15,Olney Swim Center,16605 Georgia Avenue,Olney,MD,20832,OSC Main Pool Shallow Lane 1 at Olney Swim Center,2/25/2019,4/1/2019,5:40:00 PM,6:10:00 PM,6,M,60,Open,"16605 Georgia Avenue
Olney, MD 20832
(39.126464, -77.072072)"
Spring 2019,Events,Special Events,Daddy Daughter Dance,"All girls from 2-12 years old are cordially invited to attend Mid-County's first Daddy Daughter Dance! Girls may be escorted by Dad, Grandpa, Uncle, Cousin, Brother or any other male adult figure, 18 years and over. Semi-formal attire, come dressed to impress! The night will include a photo booth, music, dancing and light refreshments! Come for a night to remember! Any questions, contact Mid-County Community Center 240-777-6820",62304,At least 2 but less than 100,Mid County Community Recreation Center,2004 Queensguard Road,Silver Spring,MD,20906,Mid-County Social Hall at Mid County Community Recreation Center,5/3/2019,5/3/2019,7:00:00 PM,9:00:00 PM,1,F,0,Open,"2004 Queensguard Road
Silver Spring, MD 20906
(39.087347, -77.042882)"
Spring 2019,Music,Playtime & Music,Music Together,"This fun, interactive family music experience includes a variety of musical styles, tonalities and rhythms. Activities include singing, chanting, props, instrument exploration, improvisation and large movement. Adults discover their power as role models for their children by having fun and making music regardless of their musical ability. Participants will receive an award-winning Music Together CD and songbook.  $45 material fee per family is included in the class price.",63395,Less than 6,Mid County Community Recreation Center,2004 Queensguard Road,Silver Spring,MD,20906,Mid-County Large Conference Room at Mid County Community Recreation Center,3/30/2019,6/15/2019,10:00:00 AM,10:45:00 AM,10,Sa,245,Open,"2004 Queensguard Road
Silver Spring, MD 20906
(39.087347, -77.042882)"
Spring 2019,Dance,Ballet,PRE Ballet,"This class introduces students to dance, movements and basic ballet techniques and terminology while emphasizing rhythm and coordination. We create a fun environment to motivate toddlers in learning effectively. Classes are taught in French. Ballet slippers are required. A dance outfit is optional and can be purchased at studio for $53.",63043,At least 2 but less than 6,Dansez! Dansez! Dansez! Dance Studio,4907 Rugby Avenue,Bethesda,MD,20814,Dansez! Dance Studio 1 at Dansez! Dansez! Dansez! Dance Studio,4/11/2019,6/6/2019,10:00:00 AM,10:30:00 AM,8,Th,110,Open,"4907 Rugby Avenue
Bethesda, MD 20814
(38.990843, -77.09964)"
Spring 2019,Teens Programs,,MCGT Auditions (Gaithersburg Youth Center),"MoCo's Talent (MCGT) is a county wide talent competition for middle and high school students to showcase their talents in the Arts. Montgomery County youth will have an opportunity to audition for the 6th MoCo's Got Talent Finale show held at The Fillmore Silver Spring on Sunday, June 9, 2019. First Round Auditions are being held at Gaithersburg Youth Center in Old Towne on Saturday, April, 27th, 2019 from 10:00am-2:00pm.For more information, please contact Youth Development at 240-777-8080.",65852,At least 11 but less than 21,TBD,TBD,TBD,TBD,TBD,Location unspecified,4/27/2019,4/27/2019,10:00:00 AM,2:00:00 PM,1,Sa,0,Open,"TBD
TBD, TBD TBD"
Spring 2019,Seniors Programs,Fitness for Seniors,55+ FREE Bone Builders Wisconsin Place,"Bone Builders is a FREE volunteer-led exercise program to you by the Montgomery County Department of Health and Human Services, Recreation and the RSVP volunteer program. One-hour classes held twice per week are designed to increase bone density. Participants lift ankle weights and hand weights, and participate in warm-up, cool-down and balance exercises.",64167,55 and up,Wisconsin Place Community Rec Center,5311 Friendship Boulevard,Chevy Chase,MD,20815,Wisconsin Classroom 1 at Wisconsin Place Community Rec Center,4/2/2019,6/20/2019,11:15:00 AM,12:15:00 PM,24,"T,Th",0,Open,"5311 Friendship Boulevard
Chevy Chase, MD 20815
(38.962173, -77.088959)"
